phylum;class;order;family;genus;species
Bryophyta;Bryopsida;Pottiales;Calymperaceae;Calymperes;Calymperes palisotii
Tracheophyta;Magnoliopsida;Caryophyllales;Nyctaginaceae;;
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Randia;Randia armata
Bryophyta;Bryopsida;Hypnales;Fabroniaceae;Helicodontium;Helicodontium capillare
Bryophyta;Bryopsida;Fissidentales;Fissidentaceae;Fissidens;Fissidens pallidinervis
Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia;Justicia eustachiana
Bryophyta;Bryopsida;Hypnales;Stereophyllaceae;Eulacophyllum;Eulacophyllum cultelliforme
Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Caloplaca;Caloplaca diplacia
Bryophyta;Bryopsida;Hypnales;Sematophyllaceae;Sematophyllum;Sematophyllum adnatum
Tracheophyta;Magnoliopsida;Caryophyllales;Talinaceae;Talinum;Talinum paniculatum
Bryophyta;Bryopsida;Leucodontales;Neckeraceae;Neckeropsis;Neckeropsis disticha
Bryophyta;Bryopsida;Bryales;Racopilaceae;Racopilum;Racopilum tomentosum
Tracheophyta;Magnoliopsida;Boraginales;Ehretiaceae;Bourreria;Bourreria baccata
Bryophyta;Bryopsida;Fissidentales;Fissidentaceae;Fissidens;Fissidens zollingeri
Bryophyta;Bryopsida;Leucodontales;Neckeraceae;Neckeropsis;Neckeropsis undulata
Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium;
Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Peperomia;
